 378 H+          H2O         H2O+        H                     6.90E-09   -0.5       0.0
 379 H+          H2S2        H2S2+       H                     3.00E-09   -0.5       0.0
 380 H+          H2S         H2S+        H                     5.28E-09   -0.5       0.0
 381 H+          H2SiO       H2SiO+      H                     1.50E-09   -0.5       0.0
 382 H+          HC2P        HC2P+       H                     1.00E-09    0.0       0.0
 383 H+          HC3N        HC3N+       H                     4.00E-09   -0.5       0.0
 384 H+          HC4H        C4H2+       H                     2.00E-09    0.0       0.0
 385 H+          HC5N        HC5N+       H                     4.00E-09   -0.5       0.0
 386 H+          HC7N        HC7N+       H                     1.00E-08   -0.5       0.0
 387 H+          HC9N        HC9N+       H                     1.00E-08   -0.5       0.0
 388 H+          HCN         HCN+        H                     1.05E-08   -0.1       0.0
 389 H+          HCO         HCO+        H                     9.40E-10   -0.5       0.0
 390 H+          HCOOCH3     COOCH4+     H                     3.00E-09   -0.5       0.0
 391 H+          HCP         HCP+        H                     1.00E-09    0.0       0.0
 392 H+          HCSi        HCSi+       H                     1.50E-09    0.0       0.0
 393 H+          HCl         HCl+        H                     3.30E-09    1.0       0.0
 394 H+          HNSi        HNSi+       H                     1.50E-09    0.0       0.0
 395 H+          HPO         HPO+        H                     1.00E-09   -0.5       0.0
 396 H+          HS2         HS2+        H                     3.00E-09   -0.5       0.0
 397 H+          HS          HS+         H                     1.60E-09    0.0       0.0
 398 H+          Mg          Mg+         H                     1.10E-09    0.0       0.0
 399 H+          N2O         N2O+        H                     1.85E-09    0.0       0.0
 400 H+          NH2         NH2+        H                     2.90E-09   -0.5       0.0
 401 H+          NH3         NH3+        H                     3.70E-09   -0.5       0.0
 402 H+          NH          NH+         H                     2.10E-09   -0.5       0.0
 403 H+          NO          NO+         H                     2.90E-09    0.0       0.0
 404 H+          NS          NS+         H                     4.70E-09   -0.5       0.0
 405 H+          O2          O2+         H                     2.00E-09    0.0       0.0
 406 H+          O           O+          H                     6.86E-10    0.3     224.3
 407 H+          OCS         OCS+        H                     2.10E-09    0.0       0.0
 408 H+          OH          OH+         H                     2.10E-09   -0.5       0.0
